Gene name	Human gene name
sf3a2	SF3A2
pdyn	PDYN
syncripl	SYNCRIP
slc5a1	SLC5A1
hsdl2	HSDL2
lsm14b	LSM14B
rps9	RPS9
enpp7.2	ENPP7
proca	PROC
osbpl2b	OSBPL2
smarcd1	SMARCD1
zgc:153932	
si:dkey-222p3.1	
bloc1s6	BLOC1S6
gfi1ab	GFI1
cetp	CETP
eif4e1c	
zgc:171459	
lrrc47	LRRC47
psmc4	PSMC4
kcng4a	KCNG4
si:ch211-129c21.1	SEMA4A
fthl31	
emc6	EMC6
heyl	HES5
heyl	HEYL
slc9a6b	SLC9A6
fstl1a	FSTL1
sh3glb2b	SH3GLB2
bokb	BOK
zic1	ZIC1
kcnk6	KCNK6
mad1l1	MAD1L1
klf15	KLF15
lifrb	IL2RG
lifrb	AL590764.2
lifrb	IL6R
lifrb	CRLF2
lifrb	OSMR
lifrb	IL3RA
lifrb	IL12RB1
lifrb	IL23R
lifrb	IL27RA
cyb5r1	
glcea	GLCE
spata5l1	SPATA5L1
ppp2r5d	PPP2R5D
fbxl22	FBXL22
wdr4	WDR4
prr15lb	PRR15L
prr15lb	PRR15
sox7	PINX1
sox7	SOX7
ppp1r8b	PPP1R8
il17d	IL17D
CABZ01049260.1	
zgc:110182	FAM84B
pltp	PLTP
b3gnt3.4	B3GNT3
tssc4	TSSC4
pou4f2	POU4F2
cog2	COG2
si:ch73-109d9.2	
rpl9	RPL9
naif1	NAIF1
plpp7a	PLPP7
prkag2a	PRKAG2
gpd1b	GPD1
tenm3	TENM4
si:dkey-238c7.16	
vamp4	VAMP4
prkag2a	PRKAG2
pdlim3a	PDLIM3
zgc:153317	C15orf48
txndc5	TXNDC5
agt	AGT
naxd	NAXD
naxd	NAXD
arntl1a	ARNTL
dock11	DOCK11
ptpn2a	PTPN2
sftpbb	SFTPB
sftpbb	PSAPL1
si:dkey-246g23.4	SLC16A11
fstb	FST
htatip2	HTATIP2
rab20	RAB20
ddx28	DDX28
itga2b	ITGA2B
ikzf4	IKZF4
msi2b	MSI2
fstb	FST
adgrg1	ADGRG3
smarcad1a	SMARCAD1
gria1b	GRIA1
c1qb	
golph3l	GOLPH3L
lats1	LATS1
eepd1	EEPD1
churc1	CHURC1
cox16	COX16
si:ch211-151h10.2	
iqch	IQCH
zgc:55558	
fhl2a	FHL2
gpr176	GPR176
rundc3b	RUNDC3B
smcr8b	
rab3aa	RAB3A
creb1a	
rpl36	RPL36
net1	NET1
gbp4	
bdkrb1	BDKRB1
slc45a3	SLC45A3
tbl1xr1a	TBL1XR1
zgc:113426	
ndc1	NDC1
hoxb3a	HOXB3
gpib	GPI
si:ch211-175f11.5	PFN4
wfdc1	WFDC1
krt95	KRT19
cdc25b	CDC25A
prf1.2	PRF1
uqcrq	UQCRQ
zgc:152791	
zgc:152791	
rpl9	RFC1
zgc:109965	
comta	COMT
wdr13	WDR13
hoxb5a	HOXB5
c1qc	C1QC
si:dkey-9i23.15	TMEM109
ift88	IFT88
necab2	NECAB2
pik3r3a	
hoxb2a	HOXB2
galr1b	
agxta	AGXT
srgap1b	SRGAP1
pdia4	PDIA4
pik3r3a	
hoxb6a	HOXB6
mustn1a	AC006254.1
mustn1a	MUSTN1
impdh2	IMPDH2
zgc:113057	HELZ2
ppp2r1ba	PPP2R1A
vsx1	VSX1
zmiz1a	ZMIZ1
zgc:112980	
gpatch8	GPATCH8
lonrf1l	LONRF1
mc2r	MC2R
hoxb4a	HOXB4
nop58	NOP58
kdsr	KDSR
si:ch211-215a10.4	C6orf136
tenm3	TENM4
spint1b	SPINT4
spint1b	EPPIN
spint1b	EPPIN-WFDC6
spint1b	LRP11
spint1b	SPINT1
spint1b	WFDC8
spint1b	WFDC6
nrg1	NRG1
mccc1	MCCC1
bag1	BAG1
cyp2u1	CYP2U1
fbxo7	FBXO7
fra10ac1	FRA10AC1
rgs7a	RGS7
mamdc2a	MAMDC2
dusp22b	DUSP22
si:ch211-227e10.6	
rpn1	RPN1
ctsa	CTSA
pgrmc2	PGRMC2
coq7	COQ7
wtip	WTIP
tenm4	TENM4
sumo1	SUMO1
ruvbl1	RUVBL1
nrg1	NRG1
arhgef39	ARHGEF39
hoxb1a	
nrg1	NRG1
slmapb	
snap25b	SNAP25
dusp22a	
timm8b	TIMM8B
c1qa	C1QA
zgc:103559	
cyp1d1	
nrg1	NRG1
cx28.8	GJB7
arhgef39	ARHGEF39
cx28.8	GJB7
rgs12b	
kng1	
cox4i1	COX4I1
lpin1	LPIN1
si:ch211-202h22.8	
senp7b	SENP7
gpr137c	GPR137C
commd5	COMMD5
arhgdig	ARHGDIG
prdm10	PRDM10
mkxa	MKX
scp2b	SCP2
camsap2a	CAMSAP2
puf60b	PUF60
trim35-20	
trim35-20	
ugdh	UGDH
per1a	AC129492.1
si:dkeyp-118h3.6	C2orf49
cnot6l	CNOT6L
tubgcp2	TUBGCP2
myl12.2	MYL12A
myl12.2	MYL12B
cdk5	CDK5
myl12.2	MYL12A
myl12.2	MYL12B
pparab	PPARA
zgc:100997	CLMN
phlda3	PHLDA3
zic4	ZIC4
si:ch211-250m6.4	
spaw	
fbxo40.1	FBXO40
lrp3	LRP3
fam199x	FAM199X
zgc:161973	FBXO15
sdr42e1	SDR42E1
praf2	PRAF2
fam174b	FAM174B
abt1	ABT1
vmo1a	VMO1
dr1	DR1
sdr42e1	SDR42E1
dusp19a	DUSP19
ywhag1	YWHAG
wasb	WAS
atg4b	ATG4B
fam174b	FAM174B
mettl1	METTL1
capn3b	CAPN3
dvl3a	
fxr2	FXR2
nucks1a	NUCKS1
nnr	
ugt5c1	UGT1A9
ugt5c1	UGT1A7
ugt5c1	UGT1A8
ugt5c1	UGT1A10
ugt5c1	UGT1A6
ugt5c1	UGT2B28
ugt5c1	UGT2B10
ugt5c1	UGT2B11
ugt5c1	UGT3A1
ugt5c1	UGT1A3
ugt5c1	UGT1A5
ugt5c1	UGT1A4
ugt5c1	UGT2B4
ugt5c1	UGT2B7
ugt5c1	UGT2A2
ugt5c1	UGT2A1
ugt5c1	UGT2B15
ugt5c1	UGT2B17
ugt5c1	UGT2A3
zgc:113531	CHRD
mical2b	MICAL2
ftcd	
si:dkey-61p9.7	
zgc:171501	
mtmr11	MTMR11
kcnk15	KCNK15
tmcc3	TMCC3
zgc:158398	TMEM219
nr0b1	NR0B1
FBXO48	FBXO48
abcb4	ABCB4
thap4	THAP4
dtymk	DTYMK
nubp2	NUBP2
si:dkey-61p9.9	
atp5mc3a	ATP5MC3
nubp2	NUBP2
tcf7l1a	TCF7L1
nfia	NFIA
slc1a7b	SLC1A7
crfb4	IL10RB
rnaseh2c	
timm8a	TIMM8A
or130-1	
FBXO48	FBXO48
FBXO48	FBXO48
FBXO48	FBXO48
si:dkey-61p9.11	
pou3f3a	POU5F2
bet1	
sec61a1l	SEC61A1
atp6v0cb	ATP6V0C
txn	TXN
pou3f3a	POU5F2
hexdc	HEXD
slc6a4b	SLC6A16
cpvl	CPVL
edf1	EDF1
inpp4ab	INPP4A
si:ch211-1a19.2	
ncoa5	NCOA5
kctd2	KCTD2
mhc1uba	CD1C
mhc1uba	CD1A
mhc1uba	CD1D
mhc1uba	CD1E
mhc1uba	FCGRT
mhc1uba	CD1B
tnk1	
gfm2	GFM2
skor1b	SKOR1
ugt5c2	UGT1A9
ugt5c2	UGT1A7
ugt5c2	UGT1A8
ugt5c2	UGT1A10
ugt5c2	UGT1A6
ugt5c2	UGT2B28
ugt5c2	UGT2B10
ugt5c2	UGT2B11
ugt5c2	UGT3A1
ugt5c2	UGT1A3
ugt5c2	UGT1A5
ugt5c2	UGT1A4
ugt5c2	UGT2B4
ugt5c2	UGT2B7
ugt5c2	UGT2A2
ugt5c2	UGT2A1
ugt5c2	UGT2B15
ugt5c2	UGT2B17
ugt5c2	UGT2A3
mc5rb	MC5R
clptm1	CLPTM1
hyi	HYI
acvr1l	ACVRL1
pnp4b	PNP
ptar1	PTAR1
arhgef16	ARHGEF16
sod2	SOD2
sod2	SOD2
zgc:92907	
ankef1a	ANKEF1
atg13	ATG13
mrps31	MRPS31
sfxn5b	SFXN5
si:dkey-31g6.6	C17orf67
zgc:194209	
dgcr6	DGCR6
dgcr6	AC007326.4
dgcr6	AC007325.4
dgcr6	DGCR6L
si:dkey-31g6.6	C17orf67
lrrc58a	LRRC58
spns1	SPNS1
tmprss4b	ST14
st8sia2	ST8SIA2
agxtb	AGXT
zgc:113691	
fnbp1l	FNBP1L
adrm1	ADRM1
hells	HELLS
TMEM216	TMEM216
grasp	GRASP
lim2.5	LIM2
fhl1b	FHL1
gcdha	GCDH
dlgap1a	DLGAP1
epha7	
znf1137	
cbx8b	CBX8
ptenb	PTEN
zgc:171695	SEPT14
zgc:171695	SEPT1
sid1	
fbxo32	FBXO32
pkp2	PKP2
pdzrn4	PDZRN4
fam210ab	
ccne1	CCNE1
cenph	CENPH
epb41l5	EPB41L5
tuba8l4	
dlg2	DLG2
sos1	SOS1
ano10b	
kcnip3a	
tfpt	
ykt6	YKT6
eif1axb	EIF1AY
eif1axb	EIF1AX
slc1a1	SLC1A1
copa	COPA
nebl	LASP1
tmem63c	TMEM63C
ccdc61	CCDC61
grb2b	GRB2
mgme1	MGME1
hapln4	HAPLN4
wtap	WTAP
stxbp1b	STXBP1
asic1a	ASIC1
slc35b3	SLC35B3
slc6a14	
si:dkey-199f5.7	
ugt5c3	UGT1A9
ugt5c3	UGT1A7
ugt5c3	UGT1A8
ugt5c3	UGT1A10
ugt5c3	UGT1A6
ugt5c3	UGT2B28
ugt5c3	UGT2B10
ugt5c3	UGT2B11
ugt5c3	UGT3A1
ugt5c3	UGT1A3
ugt5c3	UGT1A5
ugt5c3	UGT1A4
ugt5c3	UGT2B4
ugt5c3	UGT2B7
ugt5c3	UGT2A2
ugt5c3	UGT2A1
ugt5c3	UGT2B15
ugt5c3	UGT2B17
ugt5c3	UGT2A3
gna13a	GNA13
si:ch73-52p7.1	
zgc:163030	CST3
sf3a1	SF3A1
si:dkey-76k16.5	GLYATL1B
si:dkey-76k16.5	GLYATL2
si:dkey-76k16.5	GLYATL1
si:dkey-76k16.5	GLYATL3
si:dkey-76k16.5	GLYAT
arl8bb	ARL8B
prkar1b	PRKAR1B
sgms2a	SGMS2
dalrd3	DALRD3
tmsb	
tesca	TESC
adipor1a	ADIPOR1
pde6a	PDE6B
sult1st5	SULT1C4
chga	CHGA
sult3st5	SULT1A2
sult3st5	SULT1A1
sult3st5	SULT1A3
sult3st5	SULT1A4
tmprss13b	TMPRSS13
cdk5rap3	CDK5RAP3
mbtps1	MBTPS1
hexb	HEXB
rap2c	RAP2C
ubxn10	UBXN10
syt5a	
cst3	CST3
hmgcs1	HMGCS1
lgi1b	LRG1
lgi1b	LRRC26
lgi1b	LGI1
lgi1b	CHADL
lgi1b	CHAD
lgi1b	LGI4
tbcc	TBCC
cptp	GLTPD2
cptp	CPTP
si:dkey-76k16.6	GLYATL1B
si:dkey-76k16.6	GLYATL2
si:dkey-76k16.6	GLYATL1
si:dkey-76k16.6	GLYATL3
si:dkey-76k16.6	GLYAT
zgc:109982	RDH8
cyp11a1	CYP11A1
apoda.2	APOD
slc25a15b	SLC25A15
xpr1b	
si:ch211-139a5.9	
hexb	HEXB
zgc:136872	CAPN14
bglap	BGLAP
tmem182a	TMEM182
apoda.2	APOD
vsnl1b	VSNL1
trpv1	TRPV2
usp3	AC007950.1
vav3b	VAV3
vsnl1b	VSNL1
picalmb	PICALM
soul4	
eci1	ECI1
hspb1	HSPB1
apoda.2	APOD
prph2a	PRPH2
fgf13a	
pold2	POLD2
las1l	LAS1L
cdc7	CDC7
cremb	
arhgap42a	ARHGAP42
ldlrad4b	LDLRAD4
apoda.2	APOD
mgp	MGP
snap25a	SNAP25
smim1	
noto	NOTO
lypla1	LYPLA1
smim1	
ndufa12	NDUFA12
rpl38	RPL38
sept7a	
slco3a1	SLCO3A1
s100v2	S100A13
agbl5	AGBL5
pias4a	PIAS4
apoda.1	APOD
abcg4b	ABCG4
hal	HAL
snx5	SNX5
itprip	ITPRIP
ost4	OST4
pleca	
rpl32	
tnnc2	TNNC2
ppp6r3	PPP6R3
si:ch211-113a14.12	HIST1H1T
si:ch211-113a14.12	H1FNT
ccdc126	CCDC126
si:ch211-114n24.6	
dachc	DACH1
serpina1l	SERPINA4
parvb	PARVB
mybpc2a	MYBPC2
ppp3ccb	PPP3CC
zgc:91944	
parp1	PARP1
fam126a	FAM126A
taf13	TAF13
zgc:112160	
arsg	ARSG
zgc:153018	
grm6a	GRM6
imp4	IMP4
diabloa	DIABLO
diabloa	DIABLO
hsd17b10	HSD17B10
ghrhra	
TPGS1	TPGS1
rragca	RRAGC
cry3b	
ifi46	IFI27
ifi46	IFI27L1
ifi46	IFI6
s100a10b	S100A12
gpha2	GPHA2
tnnt2e	TNNT2
hsd3b2	HSD3B2
hsd3b2	HSD3B1
znf1174	
selenoo2	SELENOO
yaf2	YAF2
sacm1lb	SACM1L
tent5bb	TENT5B
saga	SAG
si:dkey-228a15.1	CTSV
si:dkey-228a15.1	CTSL
si:dkey-228a15.1	CTSF
borcs5	BORCS5
tnnt2e	TNNT2
vps4b	
rpl8	RPL8
bhlhe40	BHLHE40
eif4ebp3	EIF4EBP3
brinp3a.2	BRINP3
ipp	
vps4b	
si:ch211-125a15.1	C12orf66
lmx1a	LHX1
hist1h2a4	H2AFX
fgf3	FGF3
chmp2bb	CHMP2B
prlrb	PRLR
qki2	QKI
utp4	UTP4
zgc:101583	
lss	LSS
zgc:101040	NAT1
zgc:101040	NAT2
zcrb1	ZCRB1
yipf1	YIPF1
fgf4	FGF4
phactr3a	PHACTR3
plekhj1	PLEKHJ1
tnnt1	TNNT1
stn1	STN1
emx1	EMX1
csrp1a	CSRP1
gypc	GYPC
trim35-7	
tnnt2e	TNNT2
cnga2a	CNGA2
pgbd5	PGBD5
lto1	
esd	ESD
csnk2b	CSNK2B
sh3glb2a	SH3GLB2
pex12	PEX12
serpina1	SERPINA4
col1a2	COL1A2
asmt2	
marcksl1a	
ldb2a	LDB2
snx18b	SNX18
sh3glb2a	SH3GLB2
pola2	AP000944.2
pola2	POLA2
zgc:103438	CTSV
zgc:103438	CTSL
zgc:103438	CTSF
blk	
lrp11	SPINT4
lrp11	LRP11
lrp11	SPINT1
lrp11	WFDC6
zgc:112163	C1orf74
s100w	
c1qtnf1	C1QTNF1
fgf19	FGF19
fgf19	FGF19
rps25	RPS25
si:ch211-114l13.3	
rnft2	RNFT2
gprc5bb	GPRC5B
fmoda	FMOD
ntn4	NTN4
ip6k2a	IP6K2
oprd1a	OPRD1
ptpra	PTPRA
ide	IDE
mef2cb	MEF2C
zgc:110063	C12orf49
exosc10	EXOSC10
nckap1	NCKAP1
pygb	PYGB
irf10	
tsc22d3	TSC22D3
ywhah	YWHAH
zgc:113307	
rps18	RPS18
ptprfa	PTPRF
slc5a3a	SLC5A3
wdr18	WDR18
fkbp9	FKBP9
ints12	INTS12
TSC22D3 (1 of many)	TSC22D3
slc25a40	
fan1	FAN1
gpm6ba	
irf8	IRF8
mibp	
ogfr	OGFR
pphln1	PPHLN1
timm17b	TIMM17B
casp2	CASP2
flt4	FLT4
prpf4bb	PRPF4B
nedd4a	NEDD4
dbnla	DBNL
sst6	
entpd6	ENTPD6
yeats4	YEATS4
gpd1a	GPD1
zgc:136461	CTRB1
zgc:136461	CTRB2
zgc:136461	CTRB1
zgc:136461	CTRB2
tspan33a	TSPAN33
atp6v0b	ATP6V0B
zbtb44	ZBTB44
aplp2	APLP2
plekha3	PLEKHA3
sccpdhb	SCCPDH
atp6ap2	ATP6AP2
tspan33a	TSPAN33
frs2a	FRS2
cyp2aa12	CYP2C8
oxgr1a.1	OXGR1
sytl1	SYTL1
khk	KHK
nr2c1	NR2C1
hdx	HDX
b4galt2	B4GALT2
hdx	HDX
l1camb	
prmt3	PRMT3
ptf1a	PTF1A
itpk1a	ITPK1
wipf1a	WIPF1
gskip	GSKIP
jam2b	MUC15
jam2b	JAM2
jam2b	CLMP
jam2b	VSIR
nab1b	NAB1
myo1cb	MYO1C
oxgr1a.3	OXGR1
spef2	SPEF2
mpeg1.3	MPEG1
rbm12	RBM12
nrg2b	NRG2
kpna4	KPNA4
znf292b	ZNF292
smu1a	SMU1
ensaa	ENSA
gxylt1b	GXYLT1
ttc9c	TTC9C
lck	BLK
mad2l2	MAD2L2
cyp2aa6	
kcnc2	KCNC2
chrna5	CHRNA5
cnot6a	CNOT6
ttc27	TTC27
lck	BLK
cldn15la	
lmo3	LMO3
cpne3	CPNE3
arntl1b	ARNTL
nfatc2ip	NFATC2IP
top2a	TOP2A
NPC2 (1 of many)	NPC2
oxgr1a.2	OXGR1
upp2	UPP2
mrpl51	MRPL51
si:dkey-30c15.2	
lmo3	LMO3
cx30.9	
oc90	AC100868.1
oc90	OC90
col1a1b	COL1A1
zgc:158404	PLEKHS1
dapp1	DAPP1
bcar3	BCAR3
adra2db	OR56A3
adra2db	OR13F1
adra2db	OR56A1
adra2db	OR5T2
adra2db	OR5T1
adra2db	OR5T3
adra2db	OR56A4
adra2db	OR56A5
rbm24a	RBM24
calhm2	CALHM2
snrpa1	SNRPA1
csnk1db	CSNK1D
rraga	RRAGB
fam219aa	FAM219A
mcl1a	MCL1
pef1	PEF1
mxg	MX2
ada	ADA
si:dkey-261j4.5	ZNF668
si:dkey-261j4.5	ZNF579
si:dkey-261j4.5	ZNF358
zgc:92818	C16orf87
slc38a5b	SLC36A2
slc38a5b	SLC36A3
slc38a5b	SLC38A1
trpc6a	TRPC6
pcdh17	PCDH17
dnase1	DNASE1L2
dnase1	DNASE1
BX296526.1	TMC2
cysltr1	CYSLTR1
ifngr1l	AP000295.1
ifngr1l	IFNAR2
ifngr1l	IL22RA1
ifngr1l	IL10RA
ifngr1l	IFNGR1
rhcga	RHCG
bag6l	BAG6
ponzr6	
pmm2	PMM2
dgke	DGKE
cep290	CEP290
cyp27b1	CYP27B1
atad1b	ATAD1
ddx59	DDX59
scamp1	SCAMP1
tcp11l2	TCP11L2
eif4enif1	
si:ch211-137i24.10	
ank1a	ANK1
si:ch211-248e11.2	C9orf116
ezh2	EZH2
dok6	DOK6
cdkn1bb	CDKN1B
tmem251	TMEM251
castor1	
sirt4	SIRT4
ndufa10	NDUFA10
ndufaf7	NDUFAF7
ank1a	
mrpl24	MRPL24
tagln3b	ABHD10
zgc:154046	CRAT
zgc:110540	
nfybb	NFYB
trim35-31	
jazf1b	JAZF1
scinla	
pih1d1	PIH1D1
sh3pxd2aa	SH3PXD2A
etfb	ETFB
zgc:103499	C12orf29
si:dkey-221l4.10	
thoc5	THOC5
sfxn5a	
yars2	YARS2
b3glctb	B3GLCT
creb3l2	CREB3L2
sec14l8	SEC14L2
sec14l8	AC004832.3
sec14l8	SEC14L6
sec14l8	SEC14L4
sec14l8	SEC14L3
frem1b	FRAS1
ikbip	IKBIP
si:dkeyp-55f12.3	
p2ry10	P2RY10
cpne1	CPNE1
ptk2ab	PTK2
mstna	
kbtbd8	KBTBD8
snrpf	SNRPF
dcp1b	DCP1B
cpne1	CPNE1
actn1	ACTN1
wasf2	WASF2
hint3	HINT3
npc2	NPC2
slc9a2	SLC9A2
jade1	JADE1
ctdp1	CTDP1
six3a	SIX3
COX5B	COX5B
zgc:172271	SRPRB
zgc:172271	TF
desi1b	DESI1
atl2	ATL2
ndufb7	NDUFB7
ankhd1	ANKHD1-EIF4EBP3
ankhd1	ANKHD1
stx1b	STX1B
ckap4	
slc37a4b	SLC17A3
slc37a4b	SLC17A2
slc37a4b	SLC17A4
slc37a4b	SLC17A1
bin1b	BIN1
slc16a3	SLC16A3
cand2	CAND2
myhz1.1	
six2a	SIX2
myhz1.1	
si:dkey-261j4.4	
bin1b	BIN1
fa2h	FA2H
rab23	RAB23
AMDHD1	AMDHD1
prf1.6	
atp7a	ATP7A
eif4g2b	EIF4G2
pold1	POLD1
cx30.3	GJB2
cx30.3	GJB6
nfe2l1a	NFE2L1
brd3b	
mpdu1a	MPDU1
nln	NLN
sun1	SUN1
MZT1	MZT1
ucmab	UCMA
ccdc102a	CCDC102A
arfgap3	ARFGAP3
ednraa	EDNRA
plce1	PLCE1
fnbp1a	FNBP1
scn1laa	
tmem214	TMEM214
pxmp2	PXMP2
fam222ba	FAM222B
mos	MOS
sord	SORD
nfe2l1b	NFE2L1
vps72a	VPS72
cbx1a	CBX1
lmbr1l	LMBR1L
klc4	KLC4
adamts15a	ADAMTS15
iba57	IBA57
cebpz	CEBPZ
uhrf1bp1l	UHRF1BP1L
neurl1aa	NEURL1
oplah	OPLAH
hs6st2	
ei24	EI24
rabif	RABIF
rabif	RABIF
jmjd4	JMJD4
slc20a1a	SLC20A1
rabif	RABIF
cryl1	CRYL1
zgc:77650	
nkx6.1	NKX6-1
znf395a	ZNF395
pskh1	PSKH1
gnrhr2	GNRHR
cpm	CPM
CU468918.1	MYBPH
myl6	MYL6
myl6	MYL6B
si:ch211-12h2.8	
col15a1b	
rffl	RFFL
rffl	AC004223.3
ripk1l	RIPK1
d2hgdh	D2HGDH
utp25	UTP25
ppifa	PPIAL4F
ppifa	PPIAL4E
ppifa	PPIAL4D
ppifa	PPIAL4G
ppifa	PPIAL4C
ppifa	PPIAL4H
ppifa	PPIAL4A
ppifa	PPIA
hist1h2a3	
si:dkey-261j4.3	
sec13	SEC13
snap47	SNAP47
vipr1b	VIPR1
ybx1	YBX1
CU468918.1	MYBPH
nlgn1	NLGN1
flrt2	FLRT2
mfsd6b	MFSD6
grin1a	GRIN1
si:ch211-198m1.1	
mrpl9	MRPL9
foxf1	FOXF1
cnstb	CNST
si:dkey-81h8.1	
camk1db	CAMK1D
rgl1	RGL1
golt1ba	GOLT1B
ybx1	YBX1
camk1db	CAMK1D
slc38a11	SLC38A11
szrd1	SZRD1
sumo3a	SUMO3
rgl1	RGL1
cyp2aa8	CYP2C8
mapre3a	MAPRE3
rasgef1bb	RASGEF1B
pcmt	PCMT1
CU464066.1	
plp2	PLP2
prcc	PRCC
parvaa	PARVA
tap2a	
dimt1l	DIMT1
ecpas	ECPAS
tor1	TOR1B
tor1	TOR1A
ubr7	UBR7
ubr7	AL110118.2
tmbim1a	TMBIM1
cfap300	CFAP300
mthfsd	MTHFSD
pacsin1a	PACSIN1
prune2	PRUNE2
cyp2aa4	CYP2C8
zgc:193690	AC012184.2
zgc:193690	DDX19B
zgc:193690	DDX19A
ccl25b	
vamp2	
lix1l	
gatb	GATB
tmem54b	TMEM54
sult3st4	SULT1A2
sult3st4	SULT1A1
sult3st4	SULT1A3
sult3st4	SULT1A4
ddx3xa	DDX3X
ddx3xa	DDX3Y
pgd	PGD
gpa33a	
mbnl3	MBNL3
cap2	CAP2
zgc:101765	AKR7A2
zgc:101765	AKR1C1
zgc:101765	AKR1C3
zgc:101765	AKR1B10
zgc:101765	AKR1C2
zgc:101765	AKR7A3
zgc:101765	AKR1B15
zgc:101765	AKR1C8P
zgc:101765	AKR1C4
ssbp1	SSBP1
yrk	FGR
m6pr	M6PR
dctpp1	DCTPP1
harbi1	HARBI1
gys2	GYS2
gnrh2	GNRH2
sntb1	SNTB1
acot9.2	ACOT9
abcb8	ABCB8
smim12	SMIM12
tnfaip6	TNFAIP6
papss2b	PAPSS2
fgf8a	
nipsnap1	NIPSNAP1
terfa	TERF2
fbp1a	
psmb8a	PSMB8
cx39.4	
zgc:136683	
ovca2	OVCA2
rpgrb	RPGR
pxk	PXK
dgkaa	DGKA
hps4	HPS4
bag2	BAG2
pth1rb	
sfrp1b	SFRP1
nat15	NAA60
badb	
ccn5	CCN5
rpgrb	RPGR
STMP1	STMP1
badb	
dlgap3	DLGAP3
pou3f1	POU3F1
pou3f1	POU5F1B
pou3f1	POU5F1
pou3f1	POU5F2
blzf1	BLZF1
uraha	
ddx39ab	DDX39A
tmem69	TMEM69
caspbl	
nlgn3a	NLGN3
icn	S100A16
snx19a	SNX19
psmb13a	
cd151l	CD151
zgc:153675	
ift46	IFT46
cldng	
slc24a4a	SLC24A4
osr1	OSR1
sec23a	SEC23A
fbxw4	FBXW4
tomm7	
si:ch211-81a5.5	LRRC71
ankrd39	ANKRD39
slc6a5	SLC6A5
tnfaip8l2a	TNFAIP8L2
qdpra	
ak4	AK4
dhh	IHH
rps6ka3b	RPS6KA3
znf1156	
rhot2	RHOT2
ctsla	
prrc2a	PRRC2A
nutf2	NUTF2
ipo8	IPO8
gla	GLA
sh3glb1a	SH3GLB1
plod2	PLOD2
ctrb1	CTRB1
ctrb1	CTRB2
nr1d4b	
plod2	PLOD2
zgc:174653	
il19l	IL19
il19l	IL20
il19l	IL24
lhx2b	LHX2
sik2a	SIK2
psmb9a	PSMB9
nrn1la	NRN1L
cmtr1	CMTR1
fbp2	FBP2
pdrg1	PDRG1
casp7	CASP7
retreg2	
prf1.5	
sik2a	SIK2
foxa3	
hmbsb	HMBS
ptgr1	PTGR1
ntn1b	NTN1
u2af2b	U2AF2
pacsin2	PACSIN2
and3	
drl	
tmtopsb	
fzd7b	FZD7
ddx56	DDX56
zgc:56409	C7orf26
psmb12	
moxd1	MOXD1
phf21aa	PHF21A
skap2	SKAP2
si:dkey-188i13.9	IFI27
si:dkey-188i13.9	IFI27L1
si:dkey-188i13.9	IFI6
si:dkeyp-59c12.1	
ttyh2	TTYH2
rdh8b	
gcm2	GCM2
mblac2	MBLAC2
snrpb2	SNRPB2
sft2d1	SFT2D1
carhsp1	CARHSP1
slc43a3a	SLC43A3
hoxa11b	HOXA11
phc1	THAP10
phc1	SCML1
cdc14aa	
edc4	EDC4
usp30	USP30
zgc:110699	
lipt1	LIPT1
tra2a	TRA2A
mpp7a	MPP7
galnt2	GALNT2
ttll1	TTLL1
faima	FAIM
arhgap12b	ARHGAP12
hoxa2b	
nudt3a	NUDT3
gstcd	GSTCD
bace2	BACE2
cabp2a	CETN2
cabp2a	CALML5
cldn19	CLDN19
tmem184c	TMEM184C
agrp	AGRP
waif2	
il10	IL10
ilf2	ILF2
trim105	
foxq2	
ap4m1	AP4M1
fzd8b	FZD8
zgc:158260	FAM47E
zgc:158260	FAM47E-STBD1
mbnl2	MBNL2
irf2bp1	IRF2BP1
mbnl2	MBNL2
mbnl2	MBNL2
frzb	FRZB
mbnl2	MBNL2
si:dkey-188i13.10	
appb	APP
cplx4b	CPLX4
taco1	TACO1
cacna1c	CACNA1C
si:dkey-33c12.14	HTRA2
zgc:85858	SERP2
baxa	BAX
si:ch211-250e5.2	B3GNT6
si:ch211-250e5.2	B3GALNT1
si:ch211-250e5.2	B3GALT5
hpcal4	HPCAL4
tax1bp1b	TAX1BP1
ehd1a	EHD1
frem2b	FREM2
zgc:103755	
scn1ba	SCN1B
katnbl1	KATNBL1
msna	MSN
isca2	ISCA2
myom1a	MYOM1
zp3a.1	
gyg1a	GYG1
si:ch211-140m22.7	ATP5PF
si:ch211-140m22.7	ATP5PF
hoxa10b	
ngb	NGB
zgc:165519	FUT5
zgc:165519	FUT6
zgc:165519	FUT3
cfap58	CFAP58
ctns	CTNS
npy8ar	
prmt9	PRMT9
trmt12	TRMT12
zgc:112433	FUT5
zgc:112433	FUT6
zgc:112433	FUT3
hoxa13b	
mtus1a	MTUS1
selenoj	
icn2	S100A16
zgc:136963	FUT5
zgc:136963	FUT6
zgc:136963	FUT3
gpat3	
st14a	TMPRSS11D
st14a	TMPRSS11E
st14a	PRSS41
st14a	TMPRSS11B
st14a	PRSS22
st14a	TMPRSS11F
st14a	TMPRSS11A
golga7	GOLGA7
zgc:153631	
zgc:103510	FUT5
zgc:103510	FUT6
zgc:103510	FUT3
smo	SMO
baxa	BAX
sele	
zgc:173737	FUT5
zgc:173737	FUT6
zgc:173737	FUT3
utp11l	UTP11
dbf4	DBF4
